id,model,makeId,typeId
7631,FLUENCE 2.0 16V GT,84,1
7632,FLUENCE 2.0 16V LUXE,84,1
7633,FLUENCE 2.0 16V PRIVILEGE,84,1
7634,FLUENCE 2.0 16V SPORT,84,1
7635,FLUENCE 2.0 PRIVILEGE CVT,84,1
7636,FLUENCE PH2 1.6,84,1
7637,FLUENCE PH2 1.6 LUXE,84,1
7638,FLUENCE PH2 2.0,84,1
7639,FLUENCE PH2 2.0 GT,84,1
7640,FLUENCE PH2 2.0 LUXE,84,1
7641,FLUENCE PH2 2.0 LUXE CVT,84,1
7642,FLUENCE PH2 2.0 LUXE F,84,1
7643,FLUENCE PH2 2.0 LUXE PACK,84,1
7644,FLUENCE PH2 2.0 PRIVILEGE,84,1
7645,GRAND SCENIC 1.6,84,1
7646,GRAND SCENIC 1.9,84,1
7647,GRAND SCENIC 2.0 16V,84,1
7648,KANGOO,84,2
7649,KANGOO 1.5 DCI,84,2
7650,KANGOO 1.6,84,2
7651,KANGOO 1.6 + DINAMIQUE,84,1
7652,KANGOO 4X4,84,2
7653,KANGOO ALIZE,84,2
7654,KANGOO AUTH. 1.6 DA AA,84,1
7655,KANGOO AUTH. PLUS 1.5 DA,84,1
7656,KANGOO AUTH. PLUS 1.5,84,1
7657,KANGOO AUTH. PLUS 1.6 DA,84,1
7658,KANGOO AUTH.PLUS 1.5 DA,84,1
7659,KANGOO AUTH.PLUS 1.6 DA,84,1
7660,KANGOO AUTHENTIQUE 1.6,84,1
7661,KANGOO AUTHENTIQUE 1.9,84,1
7662,KANGOO CAMPUS 1.5 DCI,84,1
7663,KANGOO CAMPUS 1.6 2P,84,1
7664,KANGOO CAMPUS 1.6 2P 7A,84,1
7665,KANGOO CONFORT 1.5 5A,84,3
7666,KANGOO CONFORT 1.5 DCI,84,3
7667,KANGOO CONFORT 1.5 dCi,84,3
7668,KANGOO CONFORT 1.5 dCI,84,3
7669,KANGOO CONFORT 1.5 SVT,84,3
7670,KANGOO CONFORT 1.6,84,1
7671,KANGOO CONFORT 1.6 5A,84,3
7672,KANGOO CONFORT 1.6 CD,84,3
7673,KANGOO CONFORT 1.9,84,1
7674,KANGOO CONFORT ABCP,84,3
7675,KANGOO EDICION LIMITADA,84,1
7676,KANGOO EXP CONFORT 1.6,84,3
7677,KANGOO EXP CONFORT 1.9,84,3
7678,KANGOO EXP GENERIQUE,84,3
7679,KANGOO EXP GRAND,84,3
7680,KANGOO EXPRESION 1.9,84,1
7681,KANGOO EXPRESS CONFORT,84,3
7682,KANGOO EXPRESS DIE VD,84,3
7683,KANGOO EXPRESS G.,84,3
7684,KANGOO EXPRESS,84,3
7685,KANGOO EXPRESS GRAND,84,3
7686,KANGOO EXPRESS RLC,84,2
7687,KANGOO EXPRESS RN 1.9D,84,3
7688,KANGOO EXPRESS RN 1.9D,84,2
7689,KANGOO EXPRESS RN DIE,84,3
7690,KANGOO EXPRESS RNC,84,2
7691,KANGOO EXPRESS RNC 1.2,84,2
7692,KANGOO EXPRESSION 1.6,84,1
7693,KANGOO GENERIQUE 1.5,84,3
7694,KANGOO GET UP 1.5 DA AA,84,1
7695,KANGOO GET UP 1.6 DA AA,84,1
7696,KANGOO GRAND CONFORT,84,3
7697,KANGOO II EXPRESS,84,3
7698,KANGOO II EXPRESS WORK,84,3
7699,KANGOO II LIFE 1.6 SCE,84,1
7700,KANGOO II STEPWAY 1.5 DCI,84,1
7701,KANGOO II STEPWAY 1.6 SCE,84,1
7702,KANGOO II ZEN 1.6 SCE,84,1
7703,KANGOO PACK 1.6 1 PLC,84,1
7704,KANGOO PACK 1.9 1 PLC,84,1
7705,KANGOO PACK PLUS 1.6,84,1
7706,KANGOO PACK PLUS 1.9,84,1
7707,KANGOO PACK PLUS,84,1
7708,KANGOO PH3 AUTH. 1.6 1P,84,1
7709,KANGOO PH3 AUTH. PLUS,84,1
7710,KANGOO PH3 AUTH.,84,1
7711,KANGOO PH3 CONFORT 1.5,84,3
7712,KANGOO PH3 CONFORT 1.6,84,3
7713,KANGOO PH3 CONFORT,84,3
7714,KANGOO PH3 GENERIQUE,84,3
7715,KANGOO PH3 GRAN,84,3
7716,KANGOO PH3 SPORTWAY,84,1
7717,KANGOO RL 1.0,84,2
7718,KANGOO RL 1.0 AA ABCP,84,2
7719,KANGOO RL 1.0 ABCP,84,2
7720,KANGOO RL 1.0 C/AA,84,2
7721,KANGOO RL 1.0 FURGON,84,3
7722,KANGOO RL 1.2,84,2
7723,KANGOO RL 1.2,84,1
7724,KANGOO RL 1.6 AA DA ABCP,84,3
7725,KANGOO RL 1.6 DA ABCP,84,2
7726,KANGOO RL 1.6 DA ABCP,84,1
7727,KANGOO RL 1.6 FURGON,84,3
7728,KANGOO RL 11 CV DA PLC,84,1
7729,KANGOO RL 110CV AA PLC,84,1
7730,KANGOO RL 110CV PLC IZQ,84,1
7731,KANGOO RL AA S/ABCP 2PLC,84,1
7732,KANGOO RL DA,84,2
7733,KANGOO RL DA AA ABCP,84,2
7734,KANGOO RL DA AA ABCP,84,1
7735,KANGOO RL DA ABCP PLC,84,1
7736,KANGOO RL DA S/ABCP PLC,84,1
7737,KANGOO RL DIE AA ABCP,84,1
7738,KANGOO RL DIE AA S/ABCP,84,1
7739,KANGOO RL DIE ABCP PLC,84,1
7740,KANGOO RL DIE DA,84,2
7741,KANGOO RL DIE EXPR 2PLC,84,3
7742,KANGOO RL DIE S/ABCP PLC,84,1
7743,KANGOO RL DIESEL AA ABCP,84,3
7744,KANGOO RL EXP 110CV GNC,84,3
7745,KANGOO RL EXP DIE DA AA,84,3
7746,KANGOO RL EXP. 110 CV,84,3
7747,KANGOO RL EXPRESS,84,3
7748,KANGOO RL EXPRESS DIE,84,3
7749,KANGOO RL EXPRESS DIE DA,84,3
7750,KANGOO RL GNC AA PLC IZQ,84,1
7751,KANGOO RL GNC PLC IZQ,84,1
7752,KANGOO RL NAFTA AA ABCP,84,3
7753,KANGOO RN,84,2
7754,KANGOO RN 1.0,84,2
7755,KANGOO RN 1.0 AA ABCP,84,2
7756,KANGOO RN 1.2,84,2
7757,KANGOO RN 1.2 16V,84,1
7758,KANGOO RN 1.2 16V PACK,84,1
7759,KANGOO RN 1.4,84,2
7760,KANGOO RN 1.4,84,3
7761,KANGOO RN 1.6,84,2
7762,KANGOO RN 1.6 ABCP,84,2
7763,KANGOO RN 1.6 ABCP,84,1
7764,KANGOO RN ABCP PLC IZQ,84,1
7765,KANGOO RN DA AA PACK,84,2
7766,KANGOO RN DIE ABCP,84,1
7767,KANGOO RN DIE DA AA PACK,84,2
7768,KANGOO RN EXP DIE DA AA,84,3
7769,KANGOO RN EXP.DIE DA AA,84,3
7770,KANGOO RNE,84,1
7771,KANGOO RNE 1.4,84,2
7772,KANGOO RNE D55,84,2
7773,KANGOO RT 110CV ABCP,84,3
7774,KANGOO RT ABCP PLC IZQ,84,3
7775,KANGOO RT DIE ABCP,84,1
7776,KANGOO SL MONTAGNE M,84,1
7777,KANGOO SPORTWAY 1.5,84,1
7778,KANGOO SPORTWAY 1.6,84,1
7779,KANGOO SPORTWAY 1.9,84,1
7780,KANGOO VU GENERIQUE 1.9,84,3
7781,KANGOO Z.E 2A,84,2
7782,KANGOO Z.E. MAXI 2A,84,2
7783,KANGOO Z.E. MAXI 5A,84,2
7784,KOLEOS 2.5,84,1
7785,KOLEOS 2.5,84,2
7786,KOLEOS 2.5 DYNAMIQUE,84,1
7787,KOLEOS 2.5 DYNAMIQUE,84,2
7788,KOLEOS 2.5 EXPRESSION,84,1
7789,KOLEOS 2.5L DYNAMIQUE,84,1
7790,KOLEOS 2.5L DYNAMIQUE,84,2
7791,KOLEOS 2.5L EXPRESSION,84,1
7792,KOLEOS 2.5L PRIVILEGE 4X4,84,2
7793,KOLEOS DYNAMIQUE 4X4,84,2
7794,KOLEOS EXPRESSION 4X2 MT,84,1
7795,KOLEOS INTENS 2.5 4WD,84,2
7796,KOLEOS PH2 INTENS 2.5,84,2
7797,KOLEOS PH3 DYN. PLUS 4X4,84,2
7798,KOLEOS PH3 EXP. 4X2 MT,84,1
7799,KOLEOS PH3 PRIV 4X4 CVT,84,2
7800,KOLEOS PRIVILEGE 4X4 CVT,84,2
7801,KOLEOS PRIVILEGE 4X4 MT,84,2
7802,KOLEOS ZEN 2.5 2WD CVT,84,1
7803,KWID ICONIC 1.0,84,1
7804,KWID INTENS 1.0,84,1
7805,KWID LIFE 1.0,84,1
7806,KWID OUTSIDER 1.0,84,1
7807,KWID ZEN 1.0,84,1
7808,LAGUNA,84,1
7809,LAGUNA 1.9 DCI,84,1
7810,LAGUNA 2.0 16V,84,1
7811,LAGUNA 2.0 RXE,84,1
7812,LAGUNA 2.0T,84,1
7813,LAGUNA 2.0T DYNAMIQUE,84,1
7814,L AGUNA 2.2 DCI,84,1
7815,LAGUNA 3.0 24V,84,1
7816,LAGUNA 3.0 V6 24V,84,1
7817,LAGUNA BUSINESS,84,1
7818,LAGUNA GRAN TOUR 1.9,84,1
7819,LAGUNA GRAN TOUR 2.0,84,1
7820,LAGUNA GRAN TOUR 3.0,84,1
7821,LAGUNA NEVADA RT,84,1
7822,LAGUNA NEVADA RT 2.0,84,1
7823,LAGUNA NEVADA RXE 2.0,84,1
7824,LAGUNA NEVADA RXT 1.8,84,1
7825,LAGUNA RN 2.2D,84,1
7826,LAGUNA RT,84,1
7827,LAGUNA RT 1.8,84,1
7828,LAGUNA RT 2.2 DT,84,1
7829,LAGUNA RT 2.2D,84,1
7830,LAGUNA RT DIESEL,84,1
7831,LAGUNA RTI V6,84,1
7832,LAGUNA RXE,84,1
7833,LAGUNA RXE 1.8 16V,84,1
7834,LAGUNA RXE 1.9 DTI,84,1
7835,LAGUNA RXE 2.0 S,84,1
7836,LAGUNA RXE 2.2 D,84,1
7837,LAGUNA RXT 2.0,84,1
7838,LAGUNA RXT 2.0 16V,84,1
7839,LAGUNA RXT 2.2DT,84,1
7840,LAGUNA RXT V6 24V,84,1
7841,LAGUNA RXT V6 I,84,1
7842,LATITUDE DYNAMIQUE,84,1
7843,LATITUDE LUXE,84,1
7844,LATITUDE PRIVILEGE,84,1
7845,LOGAN 1.5 DCI CONFORT,84,1
7846,LOGAN 1.5 DCI LUXE,84,1
7847,LOGAN 1.5 DCI PACK,84,1
7848,LOGAN 1.6 16V,84,1
7849,LOGAN 1.6 16V CONFORT,84,1
7850,LOGAN 1.6 16V LUXE,84,1
7851,LOGAN 1.6 8V BASE,84,1
7852,LOGAN 1.6 8V CONFORT I,84,1
7853,LOGAN 1.6 8V CONFORT II,84,1
7854,LOGAN 1.6 8V PACK,84,1
7855,LOGAN 1.6 8V PACK I,84,1
7856,LOGAN 1.6 8V PACK II,84,1
7857,LOGAN AUTHENTIQUE 1.6,84,1
7858,LOGAN EXPRESSION 1.6,84,1
7859,LOGAN LIFE PACK 1.6,84,1
7860,LOGAN PH2 CONFORT 1.5,84,1
7861,LOGAN PH2 CONFORT 1.6,84,1
7862,LOGAN PH2 CONFORT PLUS,84,1
7863,LOGAN PH2 INTENS 1.6,84,1
7864,LOGAN PH2 INTENS 1.6 CVT,84,1
7865,LOGAN PH2 LIFE 1.6,84,1
7866,LOGAN PH2 LIFE PLUS 1.6,84,1
7867,LOGAN PH2 PACK 1.5 DCI,84,1
7868,LOGAN PH2 PACK 1.6,84,1
7869,LOGAN PH2 PACK 1.6 8V,84,1
7870,LOGAN PH2 PACK PLUS 1.6,84,1
7871,LOGAN PH2 ZEN 1.6,84,1
7872,LOGAN SL AVANTAGE 1.6,84,1
7873,MASTER,84,3
7874,MASTER,84,2
7875,MASTER 1.9 D,84,3
7876,MASTER 2.5D,84,3
7877,MASTER 2.5D T35,84,3
7878,MASTER 2.8 DTI,84,3
7879,MASTER 2.8 DTI T35,84,3
7880,MASTER 2.8 TD,84,3
7881,MASTER 2.8D T35,84,3
7882,MASTER 2.8D T35 (TECHO,84,3
7883,MASTER DCI 100,84,2
7884,MASTER DCI 120,84,3
7885,MASTER DCI 120 CORTO,84,3
7886,MASTER DCI 120 LARGO,84,3
7887,MASTER DCI 120 MEDIO,84,3
7888,MASTER MINIBUS,84,3
7889,MASTER PH3 DCI 120 L1H1,84,3
7890,M ASTER PH3 DCI 120 L1H1,84,3
7891,M ASTER PH3 DCI 120 L1H2,84,3
7892,MASTER PH3 DCI 120 L1H2,84,3
7893,M ASTER PH3 DCI 120 L2H2,84,3
7894,MASTER PH3 DCI 120 L2H2,84,3
7895,M ASTER PH3 DCI 120 L3H2,84,3
7896,MASTER PH3 DCI 120 L3H2,84,3
7897,MASTER PH3 DCI 120 PKLUX,84,3
7898,MASTER PH3 DCI120 PKLUX,84,3
7899,M EGANE 1.4 16V,84,1
7900,MEGANE 1.5 D,84,1
7901,MEGANE 1.5 DCI,84,1
7902,MEGANE 1.6 16V,84,1
7903,MEGANE 1.9 D RT,84,1
7904,MEGANE 1.9 RT DT,84,1
7905,MEGANE 1.9 RT DTI,84,1
7906,MEGANE 1.9D,84,1
7907,MEGANE 1.9DCI,84,1
7908,MEGANE 2.0 16V,84,1
7909,MEGANE 2.0 16V LUXE,84,1
7910,MEGANE ALIZE,84,1
7911,MEGANE AU 1.9 DTI,84,1
7912,MEGANE AUTENTIQUE DIE,84,1
7913,MEGANE AUTENTIQUE TRI,84,1
7914,MEGANE AUTHENTIQUE 1.6,84,1
7915,MEGANE BIC 1.6 16V SL,84,1
7916,MEGANE BIC 1.6 L FAIRWAY,84,1
7917,MEGANE BIC 1.6 L PACK,84,1
7918,MEGANE BIC 1.6L 16V SL,84,1
7919,MEGANE BIC AUTHENTIQUE,84,1
7920,MEGANE BIC EXPRESSION,84,1
7921,MEGANE BIC SPORTWAY,84,1
7922,MEGANE CABRIOLET,84,1
7923,MEGANE CABRIOLET 1.6 16V,84,1
7924,MEGANE CABRIOLET 2.0,84,1
7925,MEGANE CLASSIC 1.9,84,1
7926,MEGANE CLASSIC 1.9 DTI,84,1
7927,MEGANE CLASSIC RN,84,1
7928,MEGANE CLASSIC RN 1.6,84,1
7929,MEGANE CLASSIC RN 1.9,84,1
7930,MEGANE CLASSIC RT 1.6,84,1
7931,MEGANE CLASSIC RT 2.0,84,1
7932,MEGANE CLASSIC RXE 2.0,84,1
7933,MEGANE CLASSIC RXT 1.9,84,1
7934,MEGANE COUPE,84,1
7935,MEGANE COUPE 1.4 16V,84,1
7936,M EGANE COUPE 1.6 16V,84,1
7937,MEGANE COUPE 2.0 16V,84,1
7938,MEGANE D,84,1
7939,MEGANE DYNAMIQUE 1.5D,84,1
7940,MEGANE DYNAMIQUE,84,1
7941,MEGANE DYNAMIQUE 2.0,84,1
7942,MEGANE EXPRESION BIC,84,1
7943,MEGANE EXPRESION DIE BIC,84,1
7944,MEGANE EXPRESION TRI,84,1
7945,MEGANE EXPRESION TRIC,84,1
7946,MEGANE G.TOUR 1.6 16V,84,1
7947,MEGANE GRAND TOUR 1.5,84,1
7948,MEGANE GRAND TOUR 1.6,84,1
7949,M EGANE GRAND TOUR 1.9,84,1
7950,MEGANE GRAND TOUR 2.0,84,1
7951,MEGANE GTOUR 1.5DCI,84,1
7952,M EGANE II 1.6 16V,84,1
7953,MEGANE II 1.6 16V,84,1
7954,MEGANE II 1.6 16V LUXE,84,1
7955,MEGANE II 1.6 L PRIVILEGE,84,1
7956,MEGANE II 1.6L EXPRESSION,84,1
7957,MEGANE II 1.9 DCI,84,1
7958,MEGANE II 2.0 16V,84,1
7959,MEGANE II 2.0 16V LUXE,84,1
7960,MEGANE II 2.0 16V SL IN,84,1
7961,MEGANE II 2.0 16V SL SPORT,84,1
7962,MEGANE II COUPE,84,1
7963,MEGANE II DCI CONFORT,84,1
7964,MEGANE II DCI EXPRESSION,84,1
7965,MEGANE II DCI LUXE,84,1
7966,MEGANE II DCI PRIVILEGE,84,1
7967,MEGANE II G.TOUR 1.6 16V,84,1
7968,MEGANE II G.TOUR 2.0 16V,84,1
7969,MEGANE II G.TOUR DCI,84,1
7970,MEGANE II GTOUR 16V,84,1
7971,MEGANE II GTOUR 2.0 16V,84,1
7972,MEGANE III 1.5,84,1
7973,MEGANE III 2.0 16V LUXE,84,1
7974,MEGANE III 2.0 16V LUXE TN,84,1
7975,MEGANE III 2.0 16V,84,1
7976,MEGANE III 2.0T 180 CV,84,1
7977,MEGANE III EXPRESSION HB,84,1
7978,MEGANE III PH2 2.0 16V,84,1
7979,MEGANE III PH2 LUXE PACK,84,1
7980,MEGANE III RS 250CV,84,1
7981,MEGANE III RS 265 CV,84,1
7982,MEGANE L RXE,84,1
7983,MEGANE L RXT 1.9 DT,84,1
7984,MEGANE PRI TRI F2 CAJA,84,1
7985,MEGANE PRIVILEGE 1.9 DTI,84,1
7986,MEGANE PRIVILEGE 1.9 TD,84,1
7987,MEGANE PRIVILEGE BIC F2,84,1
7988,MEGANE PRIVILEGE TD BIC,84,1
7989,MEGANE PRIVILEGE TD TRIC,84,1
7990,MEGANE PRIVILEGE TRI F2,84,1
7991,MEGANE RL AA TD TRI F2,84,1
7992,MEGANE RL AA TRI 16V F2,84,1
7993,MEGANE RL GNC AA,84,1
7994,MEGANE RL TD BIC F2,84,1
7995,MEGANE RL TD TRI F2,84,1
7996,MEGANE RL TRI 16V F2,84,1
7997,MEGANE RL TRI GNC,84,1
7998,MEGANE RN,84,1
7999,MEGANE RN 1.6 16V,84,1
8000,MEGANE RN BIC,84,1
8001,MEGANE RN BIC 16V F2,84,1
8002,MEGANE RN BIC AA 16V F2,84,1
8003,MEGANE RN BIC AA F2,84,1
8004,MEGANE RN BIC AA PACK,84,1
8005,MEGANE RN TD,84,1
8006,MEGANE RN TD AA PACK TRI,84,1
8007,MEGANE RN TD BIC AA F2,84,1
8008,MEGANE RN TD BIC F2,84,1
8009,MEGANE RN TD TRI AA F2,84,1
8010,MEGANE RN TD TRI F2,84,1
8011,MEGANE RN TD TRI S/RADIO,84,1
8012,MEGANE RN TRI 100CV F2,84,1
8013,MEGANE RN TRI AA F2,84,1
8014,MEGANE RN TRI F2,84,1
8015,MEGANE RN TRIC AA PACK,84,1
8016,MEGANE RT,84,1
8017,MEGANE RT 1.6,84,1
8018,MEGANE RT 1.6E,84,1
8019,MEGANE RT 2.0,84,1
8020,MEGANE RT 2.0 16V,84,1
8021,MEGANE RT BIC ABCP AA,84,1
8022,MEGANE RT BIC ABS F2,84,1
8023,MEGANE RT BIC F2,84,1
8024,MEGANE RT BIC S/ABS,84,1
8025,MEGANE RT BIC. ABCP,84,1
8026,MEGANE RT DT BIC,84,1
8027,MEGANE RT DT BIC ABCP,84,1
8028,MEGANE RT DT BIC.ABCP,84,1
8029,MEGANE RT DT TRIC.,84,1
8030,MEGANE RT DT TRIC. ABCP,84,1
8031,MEGANE RT TD ABCP ABS,84,1
8032,MEGANE RT TD BIC ABS F2,84,1
8033,MEGANE RT TD TRI ABS F2,84,1
8034,MEGANE RT TRI,84,1
8035,MEGANE RT TRI ABCP AA,84,1
8036,MEGANE RT TRI ABS F2,84,1
8037,MEGANE RT TRI F2,84,1
8038,MEGANE RT TRI F4R CAJA,84,1
8039,MEGANE RT TRIC S/ABS,84,1
8040,MEGANE RT TRIC.,84,1
8041,MEGANE RT TRIC. 2.0,84,1
8042,MEGANE RT TRIC. ABCP,84,1
8043,MEGANE RTE 1.9D,84,1
8044,MEGANE RXE,84,1
8045,MEGANE RXE 1.6,84,1
8046,MEGANE RXE 1.9 DTI,84,1
8047,MEGANE RXE 1.9 TDI,84,1
8048,MEGANE RXE 2.0,84,1
8049,MEGANE RXE ABCP ABS,84,1
8050,MEGANE RXE ABCP ABS BIC,84,1
8051,MEGANE RXE ABCP ABS BIC.,84,1
8052,MEGANE RXE ABCP ABS TRIC,84,1
8053,MEGANE RXE BIC 1.6,84,1
8054,MEGANE RXE BIC ABS CUE,84,1
8055,MEGANE RXE BIC ABS F2,84,1
8056,MEGANE RXE BIC T. CORR.,84,1
8057,MEGANE RXE BIC T.CORR.F2,84,1
8058,MEGANE RXE BIC.,84,1
8059,MEGANE RXE BIC. ABCP,84,1
8060,MEGANE RXE F4R ABCP ABS,84,1
8061,MEGANE RXE TD BIC S/TC F2,84,1
8062,MEGANE RXE TD TRI,84,1
8063,MEGANE RXE TD TRI S/TC F2,84,1
8064,MEGANE RXE TRI ABCP ABS,84,1
8065,MEGANE RXE TRI F2,84,1
8066,MEGANE RXE TRI T. CORR.,84,1
8067,MEGANE RXE TRIC.,84,1
8068,MEGANE RXE TRIC. 2.0,84,1
8069,MEGANE RXE TRIC. ABCP,84,1
8070,MEGANE RXT 2.0,84,1
8071,MEGANE SCENIC 1.4 16V,84,1
8072,MEGANE SCENIC 1.5 DCI,84,1
8073,MEGANE SCENIC 1.6 16V,84,1
8074,MEGANE SCENIC 1.9,84,1
8075,MEGANE SCENIC 1.9 DCI,84,1
8076,MEGANE SCENIC 1.9 DTI,84,1
8077,MEGANE SCENIC 1.9 RX4,84,1
8078,MEGANE SCENIC 1.9 RXT TDI,84,1
8079,MEGANE SCENIC 1.9 TDI,84,1
8080,MEGANE SCENIC 16 V,84,1
8081,MEGANE SCENIC 2.0,84,1
8082,MEGANE SCENIC 2.0 16V,84,1
8083,MEGANE SCENIC CENTURY,84,1
8084,MEGANE SCENIC II 1.5 DCI,84,1
8085,MEGANE SCENIC RN,84,1
8086,MEGANE SCENIC RN 1.6E,84,1
8087,MEGANE SCENIC RT,84,1
8088,MEGANE SCENIC RT 1.6,84,1
8089,MEGANE SCENIC RT 1.6 16V,84,1
8090,MEGANE SCENIC RT 1.6E,84,1
8091,MEGANE SCENIC RT 1.9 DTI,84,1
8092,MEGANE SCENIC RT 1.9TD,84,1
8093,MEGANE SCENIC RT 2.0,84,1
8094,MEGANE SCENIC RT 2L,84,1
8095,MEGANE SCENIC RTE 1.9TD,84,1
8096,MEGANE SCENIC RX4,84,1
8097,MEGANE SCENIC RX4 1.9,84,1
8098,MEGANE SCENIC RX4 1.9 DTI,84,1
8099,MEGANE SCENIC RXE 1.9,84,1
8100,MEGANE SCENIC RXE 1.9 DTI,84,1
8101,MEGANE SCENIC RXE 16V,84,1
8102,MEGANE SCENIC RXE 2.0,84,1
8103,MEGANE SCENIC RXI 2.0 16V,84,1
8104,MEGANE SCENIC RXT 1.6,84,1
8105,MEGANE SCENIC RXT 1.6E,84,1
8106,MEGANE SCENIC RXT 1.9D,84,2
8107,MEGANE SCENIC RXT 1.9D,84,1
8108,MEGANE SCENIC RXT 2.0,84,1
8109,MEGANE SCENIC TURBO,84,1
8110,MEGANE SPORT,84,1
8111,MEGANE TD 1.9 ECO,84,1
8112,MEGANE TRI 1.6 ECO,84,1
8113,MEGANE TRI 1.6 L GNC PACK,84,1
8114,MEGANE TRI 1.6 L PACK,84,1
8115,MEGANE TRI 1.6+GNC ECO,84,1
8116,MEGANE TRI 1.6L 16V SL,84,1
8117,MEGANE TRI 1.6L PACK PLUS,84,1
8118,MEGANE TRI 1.9 L TD PACK,84,1
8119,MEGANE TRI 1.9L TD PACK,84,1
8120,MEGANE TRI AUTHENTIQUE,84,1
8121,MEGANE TRI EXPRESSION,84,1
8122,MEGANE TRIC 1.6 L,84,1
8123,MEGANE TRIC 1.9 L DTI,84,1
8124,MEGANE TRIC EXPRESION,84,1
8125,MEGANE TRIC SPORTWAY,84,1
8126,MEGANE UNIQUE BIC 16V,84,1
8127,MEGANE UNIQUE TRIC 16V,84,1
8128,MEGANEII GTOUR 2.0 16V,84,1
8129,MODUS 1.2,84,1
8130,MODUS 1.5,84,1
8131,MURANO XTRONIC CVT,84,2
8132,NUEVA MASTER L1H1,84,3
8133,NUEVA MASTER L1H1 AA,84,3
8134,NUEVA MASTER L2H2 AA,84,3
8135,NUEVA MASTER L3H2 AA,84,3
8136,NUEVO DUSTER ICONIC 1.3T,84,1
8137,NUEVO DUSTER ICONIC 1.3T,84,2
8138,NUEVO DUSTER INTENS 1.6,84,1
8139,NUEVO DUSTER LIFE 1.6,84,1
8140,NUEVO DUSTER OUTSIDER,84,1
8141,NUEVO DUSTER ZEN 1.6,84,1
8142,NUEVO LOGAN,84,1
8143,NUEVO LOGAN EXPRESSION,84,1
8144,NUEVO LOGAN PRIVILEGE,84,1
8145,NUEVO MASTER L1H1,84,3
8146,NUEVO MASTER L1H1 AA,84,3
8147,NUEVO MASTER L2H2 AA,84,3
8148,NUEVO MASTER L3H2 AA,84,3
8149,NUEVO SANDERO,84,1
8150,NUEVO SANDERO GT LINE,84,1
8151,NUEVO SANDERO PRIVILEGE,84,1
8152,NUEVO SANDERO RS,84,1
8153,NUEVO SANDERO STEPWAY,84,1
8154,R 19,84,1
8155,R 19 16V,84,1
8156,R 19 RL,84,1
8157,R 19 RL DIESEL,84,1
8158,R 19 RN 1.6I,84,1
8159,R 19 RN DIESEL,84,1
8160,R 19 S,84,1
8161,R 19 TXE,84,1
8162,R-19 GTD,84,1
8163,R19 1.4I,84,1
8164,R19 RE INJECTION,84,1
8165,R19 RE INJECTION AA,84,1
8166,R19 RT 1.8,84,1
8167,R19 RTI 1.8I,84,1
8168,R9 GTL,84,1
8169,R9 LOSANGE,84,1
8170,R9 RL,84,1
8171,R9 RN,84,1
8172,RENAULT 9 RL,84,1
8173,RODEO C/CAJA C/DA (F8Q),84,2
8174,RODEO C/CAJA S/DA (F8Q),84,3
8175,RODEO S/CAJA S/DA (F8Q),84,2
8176,SAFRANE 1 RXE 2.5 TD,84,1
8177,SAFRANE INITIALE,84,1
8178,SAFRANE RN 2.2 SI,84,1
8179,SAFRANE RXE,84,1
8180,SAFRANE RXT,84,1
8181,SAFRANE RXT 2.5,84,1
8182,SANDERO 1.5 DCI CONFORT,84,1
8183,SANDERO 1.5 DCI LUXE,84,1
8184,SANDERO 1.5 DCI PACK,84,1
8185,SANDERO 1.6 16V CONFORT,84,1
8186,SANDERO 1.6 16V LUXE,84,1
8187,SANDERO 1.6 8V BASE,84,1
8188,SANDERO 1.6 8V PACK,84,1
8189,SANDERO AUTH. PACK I 1.6,84,1
8190,SANDERO AUTH. PACK II 1.6,84,1
8191,SANDERO AUTHENTIQUE,84,1
8192,S ANDERO AUTHENTIQUE,84,1
8193,SANDERO EXP 10 16V,84,1
8194,S ANDERO EXPRESSION 1.6,84,1
8195,SANDERO EXPRESSION 1.6,84,1
8196,SANDERO GET UP 1.6 16V,84,1
8197,SANDERO GT LINE 1.6 16V,84,1
8198,SANDERO PH2 CONFORT 1.6,84,1
8199,SANDERO PH2 GT LINE 1.6,84,1
8200,SANDERO PH2 INTENS 1.6,84,1
8201,SANDERO PH2 LIFE 1.6,84,1
8202,SANDERO PH2 LIFE PLUS 1.6,84,1
8203,SANDERO PH2 LUXE 1.6 16V,84,1
8204,SANDERO PH2 PACK 1.6 8V,84,1
8205,SANDERO PH2 PACK PLUS,84,1
8206,SANDERO PH2 RS 2.0,84,1
8207,SANDERO PH2 STEPWAY,84,1
8208,SANDERO PH2 STEPWAY ZEN,84,1
8209,SANDERO PH2 ZEN 1.6,84,1
8210,S ANDERO PRIVILEGE 1.6 16V,84,1
8211,SANDERO PRIVILEGE 1.6 16V,84,1
8212,SANDERO RS,84,1
8213,SANDERO SL TECH RUN,84,1
8214,SANDERO STEPWAY 1.6 16V,84,1
8215,SANDERO STEPWAY 1.6 SL,84,1
8216,SANDERO STEPWAY,84,1
8217,S ANDERO STEPWAY,84,1
8218,SANDERO STEPWAY LUXE,84,1
8219,SANDERO STEPWAY PH2,84,1
8220,S ANDERO STEPWAY RIP,84,1
8221,SANDERO STEPWAY SL,84,1
8222,SCENIC,84,1
8223,SCENIC 1.2,84,1
8224,SCENIC 1.5 DCI,84,1
8225,SCENIC 1.6L 16V CONFORT,84,1
8226,SCENIC 1.6L LUXE,84,1
8227,SCENIC 1.9 DCI,84,1
